"(201, 377)","(120, 311)","(286, 305)","(109, 272)","(86, 201)","(101, 212)","(101, 102)","(198, 32)","(302, 105)","(304, 209)","(318, 195)","(298, 261)","(199, 294)","(178, 285)","(222, 283)","(200, 217)","(155, 225)","(243, 224)","(125, 217)","(182, 218)","(220, 217)","(267, 212)","(156, 246)","(245, 243)","(202, 312)","(202, 339)","(165, 319)","(237, 318)","(0, 534)","(399, 534)","(0, 0)","(399, 0)"


